,longitud,latitud
26330,-3.7706452,40.3158159
41600,-3.7702062,40.3196696
19671,-3.7726511,40.3199163
10349,-3.7737492,40.3201516
19672,-3.7729532,40.3203658
803,-3.7726893,40.3221377
17489,-3.7708206,40.3226466
17488,-3.7717521,40.3231047
1086,-3.7723408,40.3231201
804,-3.774773,40.323349
17486,-3.7724435,40.3237604
24198,-3.7714293,40.3238031
17487,-3.7719214,40.3240215
24199,-3.7713141,40.3241946
21610,-3.7668455,40.3237719
24397,-3.7697599,40.3238922
24398,-3.7698401,40.3239042
10347,-3.7674881,40.3239463
24559,-3.769914,40.3240719
24560,-3.7700908,40.3241021
24599,-3.7686584,40.3242086
21612,-3.7666143,40.3242325
21620,-3.7684167,40.3242982
21615,-3.767403,40.3243029
8914,-3.8092535,40.3002062
34009,-3.8094985,40.3002666
33785,-3.810004,40.3002767
8915,-3.8102586,40.3003571
8916,-3.8094545,40.3007043
8917,-3.8099115,40.3007509
8981,-3.8084065,40.3008541
7312,-3.8167882,40.3008669
8918,-3.8092652,40.3015506
46195,-3.8315104,40.3007722
34048,-3.8379845,40.3008158
14065,-3.8310382,40.3023483
3468,-3.841502,40.3034009
46126,-3.8333385,40.3034077
2476,-3.8322325,40.3038227
17567,-3.8354426,40.3043791
17568,-3.8354496,40.3052212
17569,-3.8401787,40.3055026
45445,-3.8437634,40.3082853
45444,-3.8425611,40.309841
54038,-3.8367956,40.313829
54036,-3.8378921,40.3140261
54037,-3.8383642,40.3140364
54035,-3.8376843,40.3141478
7255,-3.8004359,40.3233979
7256,-3.7986729,40.3234812
17570,-3.8384747,40.3146104
24146,-3.8476009,40.3148476
17571,-3.8374636,40.3149981
31637,-3.8450705,40.3154396
45450,-3.8490005,40.3161321
36706,-3.8496055,40.3200157
40681,-3.8482616,40.3208668
40648,-3.8495497,40.3214615
40647,-3.8497425,40.321501
40680,-3.8482312,40.3217459
12097,-3.8495777,40.3223233
20400,-3.8460188,40.3243537
40650,-3.8482895,40.3260642
47735,-3.8335641,40.3263075
47736,-3.8335879,40.3263081
11165,-3.8099901,40.3064563
38852,-3.8074725,40.3119715
47407,-3.8137073,40.3158206
1974,-3.8128068,40.3356943
48899,-3.8135952,40.3382372
52346,-3.8178015,40.3390806
1471,-3.8177244,40.3403083
31684,-3.8149613,40.3406988
4543,-3.8175248,40.3420799
4544,-3.8156489,40.3435555
21743,-3.7619783,40.3242282
20828,-3.7582597,40.3243147
21742,-3.7617235,40.3243816
21756,-3.7581427,40.3244512
24554,-3.7635412,40.3244688
21753,-3.760028,40.324476
21749,-3.7615591,40.3244787
21748,-3.7606162,40.3245049
21750,-3.761484,40.3245217
10764,-3.7600868,40.3245545
1063,-3.7652946,40.3243423
21614,-3.7673075,40.3244415
21619,-3.7680962,40.3244862
21617,-3.7676341,40.3245355
21618,-3.7677234,40.3245543
21616,-3.7674823,40.3245687
21613,-3.7672305,40.3245707
21609,-3.7669233,40.3246819
42343,-3.7664839,40.324778
21608,-3.7670509,40.3247831
24553,-3.763661,40.3245711
21744,-3.7615883,40.324584
21741,-3.7623363,40.3246255
21751,-3.7612936,40.3246413
21752,-3.7611917,40.3246893
42342,-3.7594476,40.3247855
24587,-3.763652,40.3248553
21745,-3.760933,40.3248557
24586,-3.7637412,40.3249331
21755,-3.7609181,40.3250022
24561,-3.770605,40.324253
24200,-3.7712768,40.3243478
17475,-3.7714636,40.3247894
17428,-3.7732899,40.3247919
24028,-3.7705209,40.3249813
24029,-3.7707792,40.3250068
24032,-3.7711467,40.3250136
24030,-3.7708177,40.3250191
24031,-3.7708608,40.3250508
42661,-3.7717349,40.3254308
24585,-3.7637864,40.3250233
21704,-3.7630348,40.3250801
21754,-3.7611977,40.3250966
21705,-3.7634144,40.3251653
42341,-3.7580398,40.3252069
24171,-3.7632441,40.3252354
21757,-3.7609074,40.325342
51696,-3.7624681,40.3254847
23528,-3.759873,40.3255065
21703,-3.7623856,40.3255756
590,-3.7684858,40.3249888
17610,-3.7681145,40.3259239
23759,-3.7659731,40.3259979
21706,-3.7650345,40.3260443
21707,-3.7645536,40.3261673
41863,-3.7679016,40.3263148
55667,-3.767651,40.3263303
21708,-3.7644053,40.3264023
14402,-3.7647207,40.3264438
32845,-3.7684541,40.3266718
21702,-3.7620297,40.3258657
21719,-3.7619535,40.3258826
54448,-3.7599783,40.3259133
54447,-3.7599324,40.3259609
21720,-3.7615981,40.3259665
51712,-3.7586662,40.3259724
54446,-3.7598851,40.3260092
54445,-3.7598415,40.3260544
3848,-3.7622741,40.3260699
54444,-3.7597973,40.3261009
54443,-3.7597503,40.3261472
54485,-3.7602078,40.3261892
54442,-3.7597042,40.3261967
21698,-3.7621762,40.3262414
42651,-3.760779,40.3262631
54484,-3.7600548,40.3263272
54481,-3.7602055,40.3264128
26974,-3.7626763,40.3264146
54483,-3.7599576,40.326424
54482,-3.7601693,40.3264549
34868,-3.7599896,40.3264874
54480,-3.7601724,40.3264879
26973,-3.7627533,40.3264898
34869,-3.7599074,40.3265915
42652,-3.7608885,40.3266105
21722,-3.7627046,40.3266315
34870,-3.7598684,40.3266451
54479,-3.7597545,40.3266452
13123,-3.76223,40.32669
34871,-3.7598092,40.3267117
26465,-3.7630591,40.3267566
21713,-3.7628734,40.3267769
34872,-3.7597538,40.3267808
34873,-3.759701,40.32684
20827,-3.7587106,40.3268686
18899,-3.7596063,40.32695
40083,-3.7584206,40.3270674
42679,-3.7608492,40.3271394
21712,-3.7633295,40.327171
25455,-3.7613211,40.3271713
17430,-3.7717798,40.3256262
17474,-3.7714636,40.3259468
17648,-3.7728118,40.3261113
17429,-3.7709698,40.3261579
44463,-3.7725603,40.3266851
17476,-3.7713456,40.3267565
17477,-3.7711525,40.3267811
17478,-3.7704658,40.3268956
44570,-3.7708695,40.3287484
30910,-3.7709383,40.3289934
17472,-3.7646186,40.3266911
17479,-3.7699455,40.3267156
26751,-3.766245,40.3270927
21701,-3.7650357,40.3272314
42635,-3.7656221,40.327359
42683,-3.7663263,40.327476
591,-3.768265,40.3275128
43064,-3.7665662,40.327554
39082,-3.7650066,40.3278509
39081,-3.7648768,40.3280866
21711,-3.7637748,40.3272693
54524,-3.7601399,40.3272896
54523,-3.760186,40.3272898
54487,-3.7598702,40.3272931
21710,-3.7639248,40.3273658
21709,-3.7638209,40.3275166
21723,-3.7635632,40.3276249
42653,-3.7595693,40.3276353
24839,-3.7616914,40.3277768
20826,-3.7584445,40.3278361
24838,-3.7617362,40.3278482
21724,-3.7634247,40.3280221
24316,-3.7634273,40.3280907
24226,-3.7576466,40.3281675
24225,-3.7586161,40.3282282
18900,-3.7589148,40.3282302
3191,-3.7616662,40.3282644
14887,-3.7591767,40.3282694
24315,-3.7638859,40.3283324
24314,-3.7640703,40.328347
17646,-3.7666941,40.3283182
17647,-3.7665549,40.3283667
24313,-3.7642683,40.3284312
39080,-3.7661959,40.3284454
42669,-3.7662872,40.3284811
24215,-3.7648572,40.3285661
24214,-3.7650781,40.3286594
42668,-3.7656592,40.3287149
24224,-3.7649779,40.3287154
21725,-3.765935,40.3287591
14884,-3.7597265,40.3284411
14883,-3.7587422,40.3284548
14890,-3.7598925,40.3284677
31570,-3.7639156,40.3285024
10682,-3.7602535,40.3285772
14886,-3.7594207,40.3286559
17473,-3.7616628,40.3286705
42667,-3.763056,40.3286878
14885,-3.7593061,40.3287206
43058,-3.7613672,40.3287452
35787,-3.7586145,40.3287549
42684,-3.7613422,40.3288193
14401,-3.763153,40.3289562
14895,-3.7608501,40.3289564
14897,-3.7609654,40.328977
42666,-3.7633355,40.3289896
10683,-3.7631297,40.3291785
14888,-3.7618208,40.3291794
23786,-3.7632678,40.3292764
14898,-3.7619203,40.3292876
10817,-3.7666719,40.3287638
42663,-3.7652568,40.3288901
42662,-3.7658698,40.328974
24210,-3.7684421,40.3290396
17471,-3.7670889,40.3291265
23756,-3.767485,40.3291433
21726,-3.7648563,40.3292362
42664,-3.7677656,40.3293319
21727,-3.7652369,40.3293946
17469,-3.7691086,40.3294577
1116,-3.7615367,40.329313
23803,-3.7630331,40.3293808
10684,-3.7628069,40.3293982
41685,-3.7583169,40.3294918
23804,-3.7632762,40.3295119
23805,-3.7633221,40.3295403
23806,-3.7633765,40.3295742
23808,-3.7635953,40.329725
23787,-3.7639722,40.3297571
23807,-3.763646,40.3297622
42665,-3.7665393,40.3295102
21728,-3.7654493,40.3295245
24209,-3.76805,40.3295333
23965,-3.7654582,40.3296681
23964,-3.7655663,40.3297301
23963,-3.7656268,40.3297648
23788,-3.7640865,40.3298533
23907,-3.7659842,40.3298987
23789,-3.7641537,40.3299098
23962,-3.7657397,40.3299471
47734,-3.833541,40.3263081
40649,-3.8491245,40.3265376
51384,-3.8346748,40.328325
51386,-3.831246,40.3285947
51387,-3.8311926,40.3286819
54239,-3.8319237,40.3288118
51388,-3.8324326,40.3288218
51385,-3.8308588,40.328846
51389,-3.8346106,40.3288517
31662,-3.8337969,40.328853
32047,-3.8289926,40.3290318
52727,-3.8250835,40.3290341
52719,-3.8258875,40.3290341
52721,-3.8261229,40.3290356
52720,-3.8263348,40.3290397
52724,-3.8256998,40.3290407
52726,-3.8249072,40.3290417
52722,-3.8260035,40.3290601
52723,-3.825791,40.3290663
52728,-3.8251714,40.3290704
52725,-3.8250051,40.3290719
52718,-3.8262221,40.3290729
36779,-3.8386747,40.3292213
54237,-3.825999,40.3292478
51535,-3.8275838,40.329249
52729,-3.8244698,40.3292734
52730,-3.8244507,40.329287
36781,-3.8381505,40.329398
36782,-3.8389831,40.3294319
45028,-3.8386944,40.3295054
36780,-3.8386485,40.3295055
49557,-3.8262512,40.3304076
26810,-3.8389225,40.3305575
52166,-3.8375191,40.3305608
52167,-3.8376287,40.3305775
26809,-3.8379593,40.3309278
10230,-3.8377477,40.3309321
31661,-3.8359802,40.3309598
31660,-3.8357394,40.3309633
10194,-3.8370929,40.3309651
14891,-3.7627756,40.3299583
14899,-3.7627408,40.3300012
592,-3.7598498,40.3300447
23760,-3.7626191,40.3302065
42654,-3.7589434,40.3303255
14893,-3.7625605,40.330333
14889,-3.7625023,40.3304175
23754,-3.7631684,40.3305765
23753,-3.7634236,40.3306321
14892,-3.7623813,40.33077
23908,-3.7655503,40.3302215
55168,-3.7663302,40.3302769
1859,-3.7670859,40.3303599
23989,-3.764668,40.3304388
17470,-3.7659007,40.3304453
21729,-3.7651993,40.3305159
24201,-3.7646596,40.3305703
23766,-3.7649733,40.3306328
24070,-3.764564,40.3306642
21730,-3.7654074,40.3306651
44568,-3.7707988,40.3291313
41333,-3.7707458,40.3314727
21737,-3.7709966,40.331533
21735,-3.7710666,40.331616
21736,-3.771142,40.3316751
41892,-3.7718855,40.3317299
41334,-3.77089,40.3318232
26259,-3.7726792,40.3319332
42632,-3.7718134,40.3321692
24311,-3.7745288,40.3321733
24071,-3.7642845,40.3307224
21731,-3.7655012,40.3307363
24074,-3.7656111,40.3307913
21732,-3.7658033,40.330869
27202,-3.7660249,40.3309372
42670,-3.7682321,40.3309575
24073,-3.7642037,40.3310025
21734,-3.7687362,40.3310062
3192,-3.7700778,40.3310418
24307,-3.7686741,40.3310442
24072,-3.7640549,40.3308024
14894,-3.762156,40.3311176
24262,-3.7630533,40.3311913
24227,-3.7630075,40.3313379
24263,-3.7626722,40.3314663
14896,-3.7620488,40.3316391
14913,-3.7619667,40.3318409
14908,-3.7619318,40.3318961
14904,-3.7619238,40.3319329
14906,-3.7615704,40.3320204
24306,-3.7685821,40.3311043
24305,-3.7684835,40.3311585
24304,-3.7682885,40.3312216
24303,-3.768092,40.3312824
21733,-3.7678873,40.3313451
24302,-3.7677636,40.3313837
5112,-3.7655705,40.3315724
42572,-3.7684799,40.3316016
42671,-3.7694135,40.3324471
44608,-3.7695944,40.3325778
24312,-3.7745733,40.3322288
24297,-3.7730863,40.3322667
41890,-3.774859,40.3323559
24296,-3.7730576,40.3323617
3036,-3.7726919,40.3323683
21738,-3.7728597,40.3324017
24217,-3.7730514,40.332472
42647,-3.7714911,40.3324858
24260,-3.7744217,40.3325732
24216,-3.7729328,40.3326118
42672,-3.7730788,40.3326574
42638,-3.7704116,40.3326577
41891,-3.7761832,40.3326693
24221,-3.7741273,40.3328203
42636,-3.7729034,40.3328906
24220,-3.7740806,40.3329619
42660,-3.7712228,40.333015
23792,-3.7753892,40.3331265
20473,-3.7722957,40.3333971
27073,-3.7711265,40.3337292
44569,-3.7650563,40.3328345
5114,-3.7660426,40.3328442
5117,-3.7667719,40.3329758
42639,-3.7694743,40.3332143
5115,-3.7640739,40.3332838
5116,-3.7641678,40.333294
1062,-3.7677877,40.3335149
42640,-3.7694754,40.3336571
1818,-3.7648643,40.3336975
42344,-3.7692345,40.3337428
12657,-3.7615193,40.3331327
5113,-3.7636943,40.3332077
5119,-3.7638781,40.3332449
5118,-3.764031,40.3333124
44467,-3.7640352,40.3334118
42501,-3.7629588,40.3335612
24394,-3.7615995,40.333642
24550,-3.7623713,40.3337454
24551,-3.7625925,40.3337693
42655,-3.7631601,40.3341539
26808,-3.8388144,40.3309669
32527,-3.8394541,40.3309686
54243,-3.8344419,40.3309951
54238,-3.8321513,40.331004
54236,-3.8244745,40.3325389
31654,-3.8253347,40.3327309
48546,-3.8249855,40.3333456
10231,-3.831062,40.3333977
51383,-3.8321109,40.3334291
8111,-3.8319082,40.3357373
8112,-3.8324844,40.335773
8113,-3.8331468,40.3358931
8114,-3.8337446,40.3360509
24168,-3.8214896,40.336585
52368,-3.8199443,40.3369751
52367,-3.8198168,40.3370566
52366,-3.8197373,40.3371638
52365,-3.8196356,40.3372682
52364,-3.8195102,40.3373569
52363,-3.8194239,40.337426
7264,-3.8039258,40.3277062
6149,-3.800234,40.3290718
8384,-3.8018554,40.3291527
7265,-3.8027576,40.3293126
7266,-3.8009006,40.3305264
20458,-3.7993053,40.3450631
49039,-3.7998273,40.345206
20459,-3.7990001,40.3453001
20460,-3.7986355,40.3455939
20461,-3.7982849,40.3458064
52362,-3.8193606,40.3374698
52361,-3.8193369,40.3375071
52360,-3.8192585,40.3376211
52359,-3.8191236,40.3377026
49647,-3.8201081,40.3377579
24736,-3.8276285,40.3377704
24735,-3.8274231,40.3378448
52358,-3.818993,40.337846
5945,-3.8227626,40.337877
52357,-3.8188976,40.3379379
52356,-3.8187965,40.3380491
24738,-3.8279942,40.3380849
52355,-3.8187196,40.3381342
24737,-3.8278074,40.3381454
37902,-3.8268146,40.3381547
52354,-3.8185906,40.3382262
52353,-3.8184957,40.3382976
10905,-3.8303818,40.3384647
36794,-3.8318007,40.3384776
52352,-3.8182882,40.3385273
7567,-3.7919089,40.3034714
7268,-3.7914184,40.302808
52209,-3.7858384,40.3097176
2201,-3.7893122,40.3100434
43448,-3.7891757,40.3114876
52208,-3.7862018,40.3117368
52207,-3.7873268,40.31212
5792,-3.7876393,40.3124785
52206,-3.7885965,40.3128107
17565,-3.7799999,40.3035589
43447,-3.7826571,40.3159751
24401,-3.7816871,40.3230354
24400,-3.7819273,40.3241721
25309,-3.7793808,40.3243599
30354,-3.779026,40.3247716
30355,-3.7789562,40.3248513
30353,-3.7788354,40.3249955
24600,-3.7821123,40.3255817
24552,-3.7781799,40.3262033
40602,-3.7896834,40.3148942
20675,-3.7863305,40.3162629
10403,-3.7870618,40.3164194
10400,-3.7868905,40.3167317
20674,-3.7860393,40.3167423
10346,-3.7860055,40.3168158
20672,-3.7867757,40.316905
54181,-3.7867156,40.317026
10402,-3.7866375,40.3171678
20673,-3.7864938,40.3174042
7257,-3.7980799,40.3240716
7258,-3.7984609,40.3242479
7259,-3.7977802,40.3244116
7260,-3.7993009,40.3245747
7261,-3.800783,40.3249892
6147,-3.800529,40.3252561
7262,-3.8001638,40.3257427
7267,-3.7978251,40.3264328
7263,-3.8036043,40.3266372
6148,-3.8002737,40.3272826
10401,-3.7863965,40.317583
29217,-3.7858091,40.3185755
29216,-3.7846735,40.3191075
29218,-3.7854064,40.3192958
10545,-3.7842721,40.3362098
21697,-3.7850436,40.3398331
29315,-3.7852029,40.3407637
29316,-3.7851761,40.3410152
45128,-3.7850015,40.3414535
45127,-3.7848164,40.341849
594,-3.7819754,40.3309732
1031,-3.7826938,40.3316889
53077,-3.7788797,40.3349453
10982,-3.7807374,40.3351056
33098,-3.780649,40.3378482
45130,-3.7782879,40.3383275
42795,-3.7796864,40.3387941
45131,-3.7786581,40.3397014
45132,-3.7788002,40.3407359
31376,-3.7775023,40.3412048
52205,-3.791451,40.3130735
20440,-3.7924864,40.3137664
9824,-3.7969514,40.3171092
25656,-3.7970066,40.3774066
25657,-3.7961157,40.3781512
25658,-3.7953281,40.3789895
17132,-3.792758,40.3790165
35117,-3.7928911,40.3790896
35116,-3.7929831,40.3792028
35118,-3.7925472,40.3792534
52351,-3.8182187,40.3385682
52350,-3.8181565,40.3387136
52349,-3.818127,40.3387385
33495,-3.8316391,40.3387602
54642,-3.8480808,40.3387869
2818,-3.8307832,40.3388151
2819,-3.8315338,40.3388237
54641,-3.848058,40.3388543
52348,-3.8179553,40.3389236
52347,-3.8178779,40.338989
36792,-3.8303889,40.3392404
1312,-3.8349834,40.3393023
2815,-3.8319123,40.3393089
8107,-3.8376631,40.3393099
6590,-3.8311433,40.3393414
44077,-3.8205861,40.3394776
4083,-3.8362175,40.3394805
2816,-3.8317217,40.3397095
36791,-3.8306283,40.3397576
1652,-3.8259591,40.3397634
1642,-3.8275267,40.3398599
2817,-3.8312655,40.3399063
21246,-3.8359882,40.3400492
6588,-3.8302617,40.3400612
48548,-3.8473635,40.3401711
30412,-3.8452995,40.3402585
30413,-3.8452847,40.3402742
30411,-3.845271,40.3402899
48559,-3.8477172,40.3403648
48547,-3.8474641,40.3404076
41198,-3.828831,40.3404104
48552,-3.8479103,40.3404138
30414,-3.8451956,40.340423
48558,-3.8473505,40.3404802
48551,-3.8473635,40.3405152
48556,-3.8473078,40.3406158
48550,-3.8474726,40.340693
44031,-3.8456444,40.3407009
48555,-3.8480984,40.3407345
4235,-3.8278902,40.3407885
48549,-3.8475711,40.3408071
48554,-3.8480032,40.3408625
48557,-3.8476206,40.3409086
48553,-3.8478174,40.3409645
6587,-3.8240032,40.3410608
41199,-3.8282264,40.3410943
6604,-3.8303105,40.3417517
44032,-3.8462815,40.3417762
1466,-3.8246142,40.3418089
776,-3.8246669,40.3419347
13244,-3.8389011,40.3425106
46675,-3.8315933,40.3426201
46674,-3.8316086,40.3427756
46673,-3.8316234,40.3429252
37919,-3.8290532,40.3429513
43930,-3.8489334,40.3429634
46672,-3.8316276,40.3429687
46671,-3.8316389,40.3430883
6639,-3.8260226,40.3433491
4242,-3.8303392,40.3433815
6589,-3.8331818,40.3434976
39355,-3.8314163,40.3436807
19435,-3.8360734,40.3438883
4237,-3.8339469,40.3439234
4536,-3.8185816,40.3440138
2185,-3.8268832,40.3441736
4149,-3.8331328,40.3444222
4236,-3.8237251,40.344606
5887,-3.8292258,40.3449585
19436,-3.835796,40.3449757
42637,-3.7721312,40.3337823
20468,-3.7704414,40.3338342
20475,-3.7707096,40.33386
42649,-3.770993,40.3338862
20464,-3.7710678,40.3339218
20470,-3.7703676,40.3340353
42650,-3.7745424,40.3341309
20476,-3.7718638,40.3341702
42658,-3.7716322,40.3344103
42648,-3.7718508,40.3346692
41052,-3.7670051,40.3337916
20471,-3.7700389,40.3340252
46576,-3.7668272,40.3341711
20467,-3.7694532,40.3342241
42634,-3.7677958,40.3343579
20472,-3.7694542,40.3343658
20477,-3.7694842,40.3343667
20466,-3.7694393,40.3345858
20478,-3.7694339,40.3346135
42266,-3.7673743,40.3347371
44176,-3.7658054,40.3347384
20469,-3.7694457,40.3347853
42657,-3.7700948,40.3347981
20465,-3.7694532,40.3349425
20474,-3.7694542,40.3350851
11007,-3.767906,40.3351139
42642,-3.7660937,40.3351243
42641,-3.7700039,40.3351411
10989,-3.7688693,40.3351772
11009,-3.7688069,40.3351795
10990,-3.7687432,40.3351834
3014,-3.766604,40.3351862
10988,-3.7689766,40.3351896
11011,-3.7667611,40.3351917
11013,-3.7668952,40.3351918
3013,-3.769224,40.3351983
12658,-3.7661297,40.3352139
11006,-3.76911,40.3353533
54823,-3.7661628,40.3353655
11008,-3.7676973,40.3353717
42633,-3.7713669,40.3348874
40918,-3.7748211,40.3351881
811,-3.7736067,40.3353559
26181,-3.7765343,40.3354309
26180,-3.7769309,40.3354562
10985,-3.7762792,40.3356495
24075,-3.7766574,40.3357739
583,-3.7702634,40.3357934
10984,-3.7727853,40.3359971
43125,-3.7746661,40.336103
11005,-3.7684556,40.3353798
11012,-3.7683536,40.3353839
11004,-3.7687104,40.3354207
11010,-3.7688955,40.3354329
48721,-3.7680031,40.335593
11002,-3.7692144,40.3355985
10983,-3.7694245,40.3361524
12662,-3.7680532,40.3362239
42656,-3.7647582,40.336254
18901,-3.7650088,40.3363626
38656,-3.7579298,40.3344641
10685,-3.7602614,40.3347716
12659,-3.7640381,40.3348019
10548,-3.7627178,40.3348947
929,-3.7640684,40.3372668
947,-3.7630712,40.3373254
808,-3.7593152,40.337471
40800,-3.7617873,40.3388324
55578,-3.7640592,40.3391849
55576,-3.7637363,40.340058
10986,-3.7739735,40.3364162
43126,-3.7753763,40.3365997
23761,-3.7730561,40.3370416
2686,-3.7704725,40.3373897
23762,-3.7731284,40.3374808
23890,-3.7729009,40.3375617
23889,-3.7728952,40.3376648
23763,-3.7731607,40.3376774
23802,-3.7732487,40.3380258
23891,-3.7729949,40.338299
10998,-3.7695863,40.336396
10999,-3.7689667,40.3365943
3354,-3.7686687,40.3366023
35067,-3.7687664,40.3388274
588,-3.7655636,40.3392315
1241,-3.7642719,40.3402455
844,-3.7662783,40.340582
6463,-3.7653142,40.3414042
41862,-3.7654237,40.3427428
31378,-3.7662264,40.3427466
21759,-3.7739476,40.3383401
39488,-3.7738417,40.3383776
23888,-3.7732612,40.3384484
30129,-3.770438,40.3387602
1506,-3.7737156,40.3387783
4301,-3.7718166,40.3389256
31375,-3.7736457,40.3404926
31374,-3.7711854,40.3436073
10997,-3.7707462,40.3481264
10996,-3.7709635,40.3504077
6652,-3.8162022,40.3438517
6651,-3.8171517,40.3442197
23793,-3.8154321,40.3444783
4541,-3.8168221,40.3444922
43065,-3.8083318,40.3445898
31681,-3.8116725,40.3446235
31683,-3.8121086,40.3446534
31682,-3.8119649,40.3447441
23518,-3.8151904,40.3447596
4538,-3.8170206,40.3449501
4302,-3.8286603,40.3450111
4148,-3.8354304,40.3450226
4227,-3.8331018,40.345143
5888,-3.8325227,40.345469
4244,-3.8329787,40.3455017
15536,-3.8370692,40.3455403
4539,-3.8182007,40.3455471
9822,-3.8278176,40.3455961
4228,-3.8283344,40.3456249
19437,-3.8346852,40.3456367
23519,-3.8155047,40.3451095
4540,-3.8144926,40.3451499
33726,-3.810125,40.3453054
38749,-3.8073823,40.3455838
4537,-3.8172137,40.3457515
12609,-3.8107465,40.3460475
27011,-3.8177234,40.3460605
44048,-3.8106049,40.3461769
50425,-3.8100178,40.3462067
14057,-3.8129904,40.3464135
4552,-3.8183763,40.3459238
6618,-3.8308425,40.3459304
4336,-3.8263651,40.3459432
19438,-3.8344996,40.3459907
26670,-3.8394122,40.3461781
1070,-3.8219405,40.3462423
27010,-3.8182743,40.3462712
18209,-3.8210668,40.3466324
15538,-3.8347497,40.3471627
4233,-3.8319998,40.3472026
23050,-3.8103847,40.3464693
27009,-3.8157902,40.3466035
45391,-3.8087038,40.3466169
