count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
990229,2004,5,North West,85,Manchester,C,Minor,,,387720,394760,53.44945813,-2.18636961,,,Counted,Manual count,91,23,3480,74,520,41,6,5,2,1,0,55,4152
8464,2003,5,North West,85,Manchester,A56,Major,A6,A6041,383835,398772,53.48541378,-2.24507425,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,149,436,20668,522,2216,354,34,78,15,8,11,500,24342
46573,2004,5,North West,85,Manchester,A56,Major,A57(M),A6143,383330,397500,53.47396474,-2.25261651,0.60,0.37,Estimated,Estimated using previous year's AADF on this link,352,333,18863,129,1809,252,39,9,15,19,25,359,21493
36045,2003,5,North West,85,Manchester,M56,Major,3,2,382400,389000,53.39753283,-2.26614938,1.40,0.87,Estimated,Estimated using previous year's AADF on this link,0,229,49102,443,6802,1845,214,195,625,1578,966,5423,61999
6069,2003,5,North West,85,Manchester,A57,Major,A34,A6,384670,397400,53.47310691,-2.23242347,0.40,0.25,Counted,Manual count,0,480,56949,450,8608,1912,283,524,247,555,337,3858,70345
8563,2003,5,North West,85,Manchester,A62,Major,A6,A665,384671,398413,53.48221216,-2.23245822,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,68,139,8483,187,1158,183,16,11,8,9,4,231,10198
17935,2003,5,North West,85,Manchester,A665,Major,A6042,A6042,384130,399100,53.48837100,-2.24064536,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,167,153,26523,644,4228,892,128,68,40,42,62,1232,32780
27974,2003,5,North West,85,Manchester,A34,Major,A56,LA Boundary,383400,398330,53.48142730,-2.25160608,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,130,205,9671,175,1009,131,6,6,2,2,3,150,11210
7725,2003,5,North West,85,Manchester,A6010,Major,A62,A664,386030,400000,53.49651480,-2.21205108,0.90,0.56,Estimated,Estimated using previous year's AADF on this link,89,196,17887,271,3737,667,125,130,64,69,74,1129,23220
17675,2003,5,North West,85,Manchester,A5103,Major,A5145,A6010,383647,393000,53.43352699,-2.24760504,2.20,1.37,Counted,Manual count,177,247,42414,781,3830,635,81,87,69,148,101,1121,48393
17822,2003,5,North West,85,Manchester,A6042,Major,A56,A665,384000,399200,53.48926587,-2.24260971,0.30,0.19,Counted,Manual count,96,332,24852,154,3053,661,114,55,28,79,38,975,29366
7428,2003,5,North West,85,Manchester,A665,Major,A6042,A6010,384311,400000,53.49646597,-2.23796286,1.20,0.75,Estimated,Estimated using previous year's AADF on this link,126,190,19868,450,2070,369,43,38,27,38,22,537,23115
73794,2005,5,North West,85,Manchester,A5145,Major,LA Boundary,A6010,380784,394095,53.44327208,-2.29076445,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,246,159,23502,439,2316,274,19,19,4,7,2,325,26741
27980,2003,5,North West,85,Manchester,A665,Major,A6010,LA Boundary,384000,401400,53.50904018,-2.24272274,1.50,0.93,Estimated,Estimated using previous year's AADF on this link,98,153,15670,447,1700,278,31,22,25,38,23,417,18387
7724,2003,5,North West,85,Manchester,A34,Major,A5079,A6010,386182,395000,53.45157693,-2.20953809,1.50,0.93,Estimated,Estimated using previous year's AADF on this link,239,204,21620,282,1282,115,17,17,7,10,3,169,23557
990230,2004,5,North West,85,Manchester,C,Minor,,,385530,391560,53.42063907,-2.21919645,,,Counted,Manual count,155,16,7717,120,554,42,6,3,1,0,0,52,8459
990389,2004,5,North West,85,Manchester,U,Minor,,,383440,402880,53.52232540,-2.25124528,,,Counted,Manual count,8,2,1302,0,104,11,0,0,0,2,0,13,1421
990530,2004,5,North West,85,Manchester,B5167,Minor,,,381120,390150,53.40782504,-2.28546816,,,Counted,Manual count,217,47,8005,116,752,110,4,3,2,1,0,120,9040
46573,2003,5,North West,85,Manchester,A56,Major,A57(M),A6143,383330,397500,53.47396474,-2.25261651,0.60,0.37,Counted,Manual count,434,378,18825,139,1826,252,36,8,15,22,22,355,21523
27294,2003,5,North West,85,Manchester,A560,Major,LA Boundary,M56,380000,389400,53.40104222,-2.30226772,2.70,1.68,Counted,Manual count,317,158,27008,555,2359,398,73,66,22,21,9,589,30669
16322,2003,5,North West,85,Manchester,A34,Major,A5145,A5079,386035,392000,53.42460771,-2.21161742,3.60,2.24,Counted,Manual count,236,261,26210,414,2202,209,20,27,13,19,11,299,29386
930642,2004,5,North West,85,Manchester,C,Minor,,,386580,402990,53.52340435,-2.20388961,,,Counted,Manual count,47,19,6080,108,566,78,3,16,0,0,1,98,6871
18330,2003,5,North West,85,Manchester,A5067,Major,LA Boundary,A57(M)/A56,383000,396700,53.46676343,-2.25754463,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,255,100,8644,57,1143,103,18,35,3,6,2,167,10111
26059,2003,5,North West,85,Manchester,M60,Major,M60 spur,LA Boundary,383733,389634,53.40327456,-2.24613566,1.90,1.18,Counted,Manual count,0,313,68255,241,9578,2069,340,459,305,968,622,4763,83150
7950,2003,5,North West,85,Manchester,A56,Major,A6143,A34,383470,397800,53.47666569,-2.25052320,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,216,368,19184,91,2338,284,42,13,15,14,19,387,22368
48019,2003,5,North West,85,Manchester,A34,Major,A57(M),A5103,384400,397400,53.47309892,-2.23649115,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,107,188,7590,315,491,62,7,3,4,1,2,79,8663
36577,2003,5,North West,85,Manchester,A56,Major,A6041,A6042,383830,399020,53.48764273,-2.24516247,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,116,286,14295,171,1761,278,36,17,12,11,9,363,16876
27449,2003,5,North West,85,Manchester,A665,Major,A57,A635,385770,397000,53.46954268,-2.21583319,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,64,157,13812,120,2128,296,42,33,14,22,25,432,16649
38649,2003,5,North West,85,Manchester,A62,Major,A6,A6,384586,398306,53.48124790,-2.23373377,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,276,360,10548,448,1534,259,41,4,12,7,2,325,13215
7713,2003,5,North West,85,Manchester,A5145,Major,A5103,A34,385000,390400,53.41019753,-2.22711570,3.40,2.11,Counted,Manual count,164,82,12680,1072,769,167,12,4,5,1,0,189,14792
28486,2003,5,North West,85,Manchester,A34,Major,A5103,Mosley St,384110,397940,53.47794390,-2.24088764,0.20,0.12,Counted,Manual count,221,129,9545,458,965,146,12,2,3,1,0,164,11261
919348,2004,5,North West,85,Manchester,U,Minor,,,383520,392163,53.42599969,-2.24947248,,,Counted,Manual count,36,10,735,26,66,2,0,0,0,0,0,2,839
99615,2004,5,North West,85,Manchester,M60,Major,20,LA Boundary,385700,404900,53.54054859,-2.21725088,1.90,1.18,Estimated,Estimated using previous year's AADF on this link,0,300,75608,187,13599,3176,439,618,735,1749,1181,7898,97592
70156,2004,5,North West,85,Manchester,A62,Major,Lever St,A665 Newton St,384750,398600,53.48389529,-2.23127695,0.10,0.06,Estimated,Estimated from nearby links,69,272,33807,543,3961,933,77,91,84,83,99,1367,39950
70158,2004,5,North West,85,Manchester,A6,Major,A62,Whitworth St,384670,397940,53.47796063,-2.23245003,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,86,50,8083,989,925,208,22,4,4,3,1,242,10289
36355,2003,5,North West,85,Manchester,A5079,Major,A34,A6,387020,395000,53.45159842,-2.19691959,1.60,0.99,Counted,Manual count,79,66,9427,120,910,115,15,8,0,6,2,146,10669
47322,2003,5,North West,85,Manchester,A576,Major,A665,A6044,383580,403000,53.52340842,-2.24914001,1.50,0.93,Estimated,Estimated using previous year's AADF on this link,64,126,19002,324,2201,392,66,40,27,31,32,588,22241
47456,2003,5,North West,85,Manchester,A664,Major,A6010,A6104,385800,403000,53.52347357,-2.21565505,3.70,2.30,Counted,Manual count,89,142,15880,690,1730,269,30,29,22,25,18,393,18835
7947,2003,5,North West,85,Manchester,A34,Major,A6042,A56,383700,398236,53.48059183,-2.24708065,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,92,212,9661,893,1034,195,11,7,2,2,1,218,12018
99017,2004,5,North West,85,Manchester,A6010,Major,A6010 St Johns Rd,A6 Stockport Rd,386715,395495,53.45604002,-2.20153333,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,110,32,6197,99,756,105,14,54,2,2,2,179,7263
99517,2004,5,North West,85,Manchester,A6010,Major,A6010 Dickenson Rd,A6 Stockport Rd,386627,395707,53.45794332,-2.20286766,0.30,0.19,Counted,Manual count,146,64,8527,100,804,142,9,11,1,7,1,171,9666
6553,2003,5,North West,85,Manchester,A56,Major,A6042,LA Boundary,383330,400000,53.49643559,-2.25275018,1.40,0.87,Counted,Manual count,226,215,17311,230,1622,282,42,27,14,36,28,429,19807
57603,2003,5,North West,85,Manchester,A6010,Major,B5093,B5117,385332,395000,53.45155377,-2.22233727,1.10,0.68,Estimated,Estimated using previous year's AADF on this link,782,215,18203,1828,1721,223,35,10,8,8,5,289,22256
70271,2003,5,North West,85,Manchester,M56,Major,A560,A5103,382233,389300,53.40022373,-2.26867785,0.30,0.19,Estimated,Estimated from nearby links,0,404,77235,541,7733,1480,307,214,224,913,618,3756,89669
70273,2003,5,North West,85,Manchester,A635,Major,A57(M),Fairfield St,385290,397450,53.47357415,-2.22308524,0.50,0.31,Counted,Manual count,34,333,31346,229,4987,1120,177,390,129,221,159,2196,39091
27796,2003,5,North West,85,Manchester,A6010,Major,A5103,B5093,385000,394100,53.44345478,-2.22729323,1.70,1.06,Estimated,Estimated using previous year's AADF on this link,158,78,12325,146,1329,153,15,17,8,10,6,209,14087
57780,2003,5,North West,85,Manchester,A5145,Major,A6010,A5103,382000,393060,53.43401228,-2.27239818,3.10,1.93,Counted,Manual count,449,121,17152,457,1505,187,24,13,14,7,2,247,19482
74485,2003,5,North West,85,Manchester,A635,Major,A6,A57M,384988,397468,53.47372735,-2.22763593,0.30,0.19,Estimated,Estimated from nearby links,33,67,6269,45,997,224,35,78,26,44,32,439,7817
99017,2003,5,North West,85,Manchester,A6010,Major,A6010 St Johns Rd,A6 Stockport Rd,386715,395495,53.45604002,-2.20153333,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,137,48,6116,120,686,86,11,40,2,2,2,143,7113
48035,2003,5,North West,85,Manchester,A6042,Major,Fennel Street,A665,384100,398900,53.48657242,-2.24108728,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,85,148,6028,979,929,131,9,12,7,3,1,163,8247
18548,2003,5,North West,85,Manchester,A6042,Major,A34,A34,383820,398008,53.47854622,-2.24526065,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,86,105,5600,391,794,98,4,1,2,2,1,108,6998
46165,2003,5,North West,85,Manchester,A6,Major,A57(M),A6 Whitworth St,384730,397800,53.47670402,-2.23153914,0.40,0.25,Counted,Manual count,232,114,15472,1146,1198,157,11,6,4,0,4,182,18112
37809,2003,5,North West,85,Manchester,A5103,Major,A60/A5103(T),A5145,383000,391900,53.42361912,-2.25728355,1.00,0.62,Counted,Manual count,69,278,66443,795,5167,945,118,97,91,181,98,1530,74213
37859,2003,5,North West,85,Manchester,A6104,Major,A576,A664,385000,404060,53.53297876,-2.22777289,2.50,1.55,Estimated,Estimated using previous year's AADF on this link,62,111,10016,361,1259,157,17,6,20,15,20,235,11982
73787,2004,5,North West,85,Manchester,A6042,Major,LA Boundary,A56,383696,399086,53.48823180,-2.24718538,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,48,176,23095,25,2928,646,118,50,46,69,71,1000,27224
99015,2003,5,North West,85,Manchester,A6010,Major,A6,A57,386960,396000,53.46058534,-2.19786490,1.00,0.62,Estimated,Estimated using previous year's AADF on this link,88,155,12336,127,2416,278,19,35,14,23,19,388,15422
37495,2003,5,North West,85,Manchester,A665,Major,A664,A6042,384300,398950,53.48702788,-2.23807576,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,75,322,23710,173,3445,721,78,49,45,54,38,985,28635
17717,2003,5,North West,85,Manchester,A6104,Major,A664,LA Boundary,388000,403426,53.52735791,-2.18248812,2.80,1.74,Counted,Manual count,92,85,9054,129,1295,268,30,12,22,48,28,408,10971
930644,2004,5,North West,85,Manchester,U,Minor,,,384130,398120,53.47956242,-2.24059546,,,Counted,Manual count,47,31,2281,355,283,73,2,0,0,0,0,75,3025
930647,2004,5,North West,85,Manchester,U,Minor,,,384910,395000,53.45154176,-2.22869167,,,Counted,Manual count,94,7,1454,3,170,22,1,0,1,0,0,24,1658
36161,2003,5,North West,85,Manchester,A6,Major,A5184,A665,386000,396400,53.46415586,-2.21234147,1.10,0.68,Estimated,Estimated using previous year's AADF on this link,327,342,15508,563,2344,283,31,33,20,19,31,417,19174
46357,2003,5,North West,85,Manchester,A34,Major,LA Boundary,A5145,385350,390000,53.40661205,-2.22183184,1.10,0.68,Counted,Manual count,81,200,37516,224,3045,399,59,32,21,52,32,595,41580
73787,2005,5,North West,85,Manchester,A6042,Major,LA Boundary,A56,383696,399086,53.48823180,-2.24718538,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,40,178,22519,24,3003,620,111,51,40,60,75,957,26681
37808,2003,5,North West,85,Manchester,A5103,Major,A6010,A57(M),383830,395000,53.45150949,-2.24495412,3.10,1.93,Counted,Manual count,236,202,36179,853,2969,491,64,113,61,114,73,916,41119
78683,2005,5,North West,85,Manchester,M56,Major,5,Thorley Lane bridge,381330,386100,53.37142928,-2.28206830,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,0,124,50768,828,2632,299,35,15,14,28,20,411,54763
36046,2003,5,North West,85,Manchester,M56,Major,Thornley Lane Bridge,Outwood Lane roundabout,381450,385970,53.37026502,-2.28025708,0.60,0.37,Estimated,Estimated using previous year's AADF on this link,0,138,49384,1331,2307,278,31,12,14,34,16,385,53545
27313,2003,5,North West,85,Manchester,A576,Major,A6104,M60,384000,404400,53.53600505,-2.24287709,0.90,0.56,Estimated,Estimated using previous year's AADF on this link,39,241,32774,248,3899,573,68,106,68,76,44,935,38097
38034,2003,5,North West,85,Manchester,A34,Major,A5103,A5103,383970,397800,53.47668126,-2.24298985,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,282,306,12779,1751,1647,208,17,2,4,2,7,240,16723
27445,2003,5,North West,85,Manchester,A663,Major,LA Boundary,LA Boundary,388840,402000,53.51455924,-2.16976560,1.00,0.62,Estimated,Estimated using previous year's AADF on this link,94,255,12948,314,2468,400,90,63,73,98,83,807,16792
70154,2003,5,North West,85,Manchester,A62,Major,A6,A6,384470,398320,53.48137030,-2.23548239,0.20,0.12,Estimated,Estimated from nearby links,34,55,3060,547,479,93,21,5,1,1,0,121,4262
70165,2003,5,North West,85,Manchester,A57,Major,A57(M),A56,382920,397360,53.47269314,-2.25878580,0.20,0.12,Estimated,Estimated from nearby links,0,214,39501,174,4845,954,142,269,109,233,148,1855,46589
46068,2003,5,North West,85,Manchester,A57,Major,A57,A5103,383300,397160,53.47090774,-2.25305028,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,0,573,50246,209,8128,1528,299,449,176,355,290,3097,62253
17931,2003,5,North West,85,Manchester,A57,Major,A6010,LA Boundary,387800,396300,53.46330218,-2.18522535,3.10,1.93,Counted,Manual count,165,236,23109,688,2803,655,67,94,60,126,68,1070,27906
27992,2003,5,North West,85,Manchester,A56,Major,A6,A6,383780,398600,53.48386608,-2.24589414,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,148,185,15125,672,2145,306,23,4,9,10,6,358,18485
28246,2003,5,North West,85,Manchester,A6010,Major,B5117,A34,386000,395230,53.45363942,-2.21228894,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,125,71,9840,184,1124,127,15,15,3,4,10,174,11393
70165,2004,5,North West,85,Manchester,A57,Major,A57(M),A56,382920,397360,53.47269314,-2.25878580,0.20,0.12,Estimated,Estimated from nearby links,0,189,39580,162,4801,958,151,295,103,206,162,1875,46607
27403,2003,5,North West,85,Manchester,A635,Major,A665,A6010,386000,397614,53.47506776,-2.21239600,1.50,0.93,Counted,Manual count,218,224,22014,489,3645,829,105,269,77,178,114,1572,27944
70153,2003,5,North West,85,Manchester,A6,Major,A62,A664,384400,398480,53.48280635,-2.23654519,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,103,84,4105,428,550,82,4,3,0,1,0,90,5257
70155,2003,5,North West,85,Manchester,A62,Major,A6,Great Ancoat St,384620,398500,53.48299264,-2.23323102,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,34,55,3060,547,479,93,21,5,1,1,0,121,4262
70272,2003,5,North West,85,Manchester,A57,Major,A6,A635,385000,397480,53.47383556,-2.22745572,0.30,0.19,Estimated,Estimated from nearby links,0,267,25077,184,3989,896,141,312,103,177,127,1756,31273
70163,2004,5,North West,85,Manchester,A6,Major,A62,A62,384560,398360,53.48173250,-2.23412822,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,33,59,3935,159,525,135,12,3,1,2,0,153,4831
37944,2003,5,North West,85,Manchester,A6010,Major,A635,A662,387250,398000,53.47856931,-2.19357908,0.80,0.50,Counted,Manual count,197,132,20379,231,3415,651,108,121,52,122,81,1135,25292
28695,2003,5,North West,85,Manchester,A6,Major,A6010,A5184,386575,395867,53.45938013,-2.20365768,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,349,258,23283,577,2441,345,57,29,18,40,26,515,27074
7857,2003,5,North West,85,Manchester,A665,Major,Pin Mill Brow,A662,385428,398000,53.47852163,-2.22103190,0.50,0.31,Estimated,Estimated using previous year's AADF on this link,46,240,26726,141,4073,776,100,110,63,105,80,1234,32414
7922,2003,5,North West,85,Manchester,A6143,Major,A57,A56,383000,397837,53.47698319,-2.25760657,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,73,103,5428,142,693,117,11,29,2,4,4,167,6533
57496,2003,5,North West,85,Manchester,A665,Major,A6,A57,385720,396800,53.46774363,-2.21657724,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,83,175,10137,128,1463,200,27,6,11,9,13,266,12169
37943,2003,5,North West,85,Manchester,A662,Major,A665,A6010,386000,398470,53.48276181,-2.21243448,2.00,1.24,Estimated,Estimated using previous year's AADF on this link,78,290,10770,748,2119,296,63,99,17,22,23,520,14447
70157,2004,5,North West,85,Manchester,A6,Major,London Rd,Portland St,384550,398040,53.47885593,-2.23426304,0.50,0.31,Estimated,Estimated using previous year's AADF on this link,36,17,1818,167,222,44,5,1,1,1,1,53,2277
27447,2003,5,North West,85,Manchester,A664,Major,Addington St,A6010,385390,400005,53.49654222,-2.22169853,2.00,1.24,Counted,Manual count,186,140,15703,877,1384,202,21,34,10,5,4,276,18380
70156,2003,5,North West,85,Manchester,A62,Major,Lever St,A665 Newton St,384750,398600,53.48389529,-2.23127695,0.10,0.06,Estimated,Estimated from nearby links,86,309,33740,583,3997,929,73,83,89,94,90,1358,39987
70163,2003,5,North West,85,Manchester,A6,Major,A62,A62,384560,398360,53.48173250,-2.23412822,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,41,90,3885,194,477,110,9,2,1,2,0,124,4770
