count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
17933,2004,5,North West,85,Manchester,A576,Major,A6044,A6104,383800,403800,53.53060592,-2.24586337,0.50,0.31,Estimated,Estimated using previous year's AADF on this link,48,207,31950,204,3578,570,72,98,42,59,56,897,36836
6047,2004,5,North West,85,Manchester,M56,Major,5,4,381560,387149,53.38086632,-2.27867311,1.00,0.62,Estimated,Estimated using previous year's AADF on this link,0,339,109707,633,13496,3152,540,519,972,2341,1790,9314,133489
930642,2005,5,North West,85,Manchester,C,Minor,,,386580,402990,53.52340435,-2.20388961,,,Counted,Manual count,25,30,5635,108,479,114,14,6,0,0,0,134,6386
16536,2004,5,North West,85,Manchester,A56,Major,A34,A6,383704,398423,53.48227278,-2.24703015,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,283,195,12526,409,1340,303,24,24,8,8,5,372,14842
56492,2004,5,North West,85,Manchester,A62,Major,Addington St,A6010,385000,398930,53.48686869,-2.22752552,1.80,1.12,Estimated,Estimated using previous year's AADF on this link,195,184,17623,679,2355,534,77,118,42,90,43,904,21745
7725,2004,5,North West,85,Manchester,A6010,Major,A62,A664,386030,400000,53.49651480,-2.21205108,0.90,0.56,Estimated,Estimated using previous year's AADF on this link,71,173,17922,251,3702,670,133,143,61,61,80,1148,23196
7857,2004,5,North West,85,Manchester,A665,Major,Pin Mill Brow,A662,385428,398000,53.47852163,-2.22103190,0.50,0.31,Estimated,Estimated using previous year's AADF on this link,36,212,26780,130,4037,779,106,121,60,92,87,1245,32404
17936,2004,5,North West,85,Manchester,A6010,Major,A665,LA Boundary,384000,400429,53.50031253,-2.24267283,1.20,0.75,Estimated,Estimated using previous year's AADF on this link,30,90,9683,69,1964,327,40,69,29,18,7,490,12296
6553,2004,5,North West,85,Manchester,A56,Major,A6042,LA Boundary,383330,400000,53.49643559,-2.25275018,1.40,0.87,Estimated,Estimated using previous year's AADF on this link,183,189,17345,214,1608,283,44,29,14,32,31,433,19789
18202,2004,5,North West,85,Manchester,A5103,Major,A34,A6,384268,398000,53.47848799,-2.23851006,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,133,175,13421,2151,1745,276,29,10,4,6,0,325,17817
26047,2004,5,North West,85,Manchester,M56,Major,4,3,381900,388200,53.39032504,-2.27362257,1.50,0.93,Estimated,Estimated using previous year's AADF on this link,0,316,138250,517,15132,3011,544,478,739,3020,1930,9722,163937
36355,2004,5,North West,85,Manchester,A5079,Major,A34,A6,387020,395000,53.45159842,-2.19691959,1.60,0.99,Estimated,Estimated using previous year's AADF on this link,64,44,9549,98,1002,140,19,10,0,6,2,177,10870
930100,2005,5,North West,85,Manchester,B5167,Minor,,,384320,392010,53.42464903,-2.23742577,,,Counted,Manual count,174,80,10397,391,1051,105,22,17,7,5,4,160,12079
38649,2005,5,North West,85,Manchester,A62,Major,A6,A6,384586,398306,53.48124790,-2.23373377,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,189,195,10194,346,1801,341,57,7,9,5,2,421,12957
7946,2004,5,North West,85,Manchester,A6,Major,A5079,A6010,386892,395446,53.45560406,-2.19886575,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,293,179,19192,724,2106,325,34,44,14,33,22,472,22673
27449,2004,5,North West,85,Manchester,A665,Major,A57,A635,385770,397000,53.46954268,-2.21583319,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,52,103,13992,98,2342,360,54,43,14,21,30,522,17057
8563,2004,5,North West,85,Manchester,A62,Major,A6,A665,384671,398413,53.48221216,-2.23245822,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,55,92,8593,153,1275,222,21,16,8,9,6,282,10395
73268,2004,5,North West,85,Manchester,A538,Major,M56,LA Boundary,380770,384660,53.35846564,-2.29039671,2.00,1.24,Counted,Manual count,38,129,23493,111,2542,403,69,53,33,57,45,660,26935
27782,2004,5,North West,85,Manchester,A5184,Major,A34,A6,386150,396000,53.46056449,-2.21006435,1.60,0.99,Estimated,Estimated using previous year's AADF on this link,252,95,8820,164,1000,102,26,42,1,2,0,173,10252
27975,2004,5,North West,85,Manchester,A34,Major,A56 Deansgate,LA Boundary,383150,398200,53.48025081,-2.25536615,0.50,0.31,Estimated,Estimated using previous year's AADF on this link,74,161,13885,59,1141,201,53,55,21,9,3,342,15588
17822,2004,5,North West,85,Manchester,A6042,Major,A56,A665,384000,399200,53.48926587,-2.24260971,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,77,293,24902,144,3025,663,121,61,26,70,41,982,29346
28486,2004,5,North West,85,Manchester,A34,Major,A5103,Mosley St,384110,397940,53.47794390,-2.24088764,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,179,84,9669,375,1062,178,15,2,3,1,0,199,11389
48019,2004,5,North West,85,Manchester,A34,Major,A57(M),A5103,384400,397400,53.47309892,-2.23649115,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,87,123,7689,258,540,76,9,4,4,1,3,97,8707
37808,2004,5,North West,85,Manchester,A5103,Major,A6010,A57(M),383830,395000,53.45150949,-2.24495412,3.10,1.93,Counted,Manual count,127,193,34030,849,3231,607,82,91,94,118,80,1072,39375
75242,2004,5,North West,85,Manchester,A34,Major,Grosvenor St,A57 (M) mid-junction,384500,397250,53.47175364,-2.23497715,0.10,0.06,Estimated,Estimated from nearby links,97,75,10699,154,767,100,19,14,4,6,5,148,11843
75244,2004,5,North West,85,Manchester,A57,Major,Princess Rd,Mancunian Way roundabout,383900,397090,53.47029737,-2.24400787,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,0,369,41122,120,7908,1894,292,425,173,298,302,3384,52903
17717,2004,5,North West,85,Manchester,A6104,Major,A664,LA Boundary,388000,403426,53.52735791,-2.18248812,2.80,1.74,Estimated,Estimated using previous year's AADF on this link,75,56,9172,105,1426,326,38,16,23,46,33,482,11241
27294,2004,5,North West,85,Manchester,A560,Major,LA Boundary,M56,380000,389400,53.40104222,-2.30226772,2.70,1.68,Counted,Manual count,265,173,26194,534,2912,348,70,55,27,26,23,549,30362
27313,2004,5,North West,85,Manchester,A576,Major,A6104,M60,384000,404400,53.53600505,-2.24287709,0.90,0.56,Counted,Manual count,37,166,36231,336,4230,600,76,110,28,79,56,949,41912
27445,2004,5,North West,85,Manchester,A663,Major,LA Boundary,LA Boundary,388840,402000,53.51455924,-2.16976560,1.00,0.62,Counted,Manual count,91,70,10423,190,1663,331,39,61,58,96,69,654,13000
27447,2004,5,North West,85,Manchester,A664,Major,Addington St,A6010,385390,400005,53.49654222,-2.22169853,2.00,1.24,Estimated,Estimated using previous year's AADF on this link,150,92,15907,719,1524,246,27,45,10,4,5,337,18579
27796,2004,5,North West,85,Manchester,A6010,Major,A5103,B5093,385000,394100,53.44345478,-2.22729323,1.70,1.06,Estimated,Estimated using previous year's AADF on this link,128,51,12485,120,1463,186,20,23,8,10,8,255,14374
7701,2004,5,North West,85,Manchester,A5103,Major,M56,M60,382360,390350,53.40966590,-2.26682691,1.10,0.68,Counted,Manual count,3,370,100161,1091,10189,1851,293,328,365,1174,699,4710,116521
16322,2004,5,North West,85,Manchester,A34,Major,A5145,A5079,386035,392000,53.42460771,-2.21161742,3.60,2.24,Counted,Manual count,162,235,26624,580,2079,218,35,36,9,16,10,324,29842
18330,2004,5,North West,85,Manchester,A5067,Major,LA Boundary,A57(M)/A56,383000,396700,53.46676343,-2.25754463,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,207,66,8756,47,1258,126,23,46,3,6,2,206,10333
27992,2004,5,North West,85,Manchester,A56,Major,A6,A6,383780,398600,53.48386608,-2.24589414,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,120,121,15322,550,2362,373,30,5,9,10,8,435,18790
37495,2004,5,North West,85,Manchester,A665,Major,A664,A6042,384300,398950,53.48702788,-2.23807576,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,61,284,23758,161,3413,724,83,54,43,48,41,993,28609
8464,2004,5,North West,85,Manchester,A56,Major,A6,A6041,383835,398772,53.48541378,-2.24507425,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,120,384,20710,485,2196,356,36,85,14,6,12,509,24284
37859,2004,5,North West,85,Manchester,A6104,Major,A576,A664,385000,404060,53.53297876,-2.22777289,2.50,1.55,Counted,Manual count,57,67,9961,416,1213,145,5,20,15,14,11,210,11867
73777,2006,5,North West,85,Manchester,A5145,Major,A34,LA Boundary,385648,390496,53.41107859,-2.21737209,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,80,121,16887,563,1911,245,55,36,26,9,33,404,19886
73772,2004,5,North West,85,Manchester,A560,Major,M56,LA Boundary,383490,388500,53.39307403,-2.24973082,1.10,0.68,Estimated,Estimated using previous year's AADF on this link,48,68,5373,137,722,145,13,16,4,18,26,222,6522
951765,2005,5,North West,85,Manchester,U,Minor,,,386161,395799,53.45875812,-2.20988976,,,Counted,Manual count,75,34,3361,22,233,16,3,0,0,0,0,19,3669
16589,2004,5,North West,85,Manchester,A62,Major,A6010,LA Boundary,386280,400000,53.49652144,-2.20828263,2.40,1.49,Counted,Manual count,206,185,20629,705,3351,673,86,103,73,157,86,1178,26048
967005,2005,5,North West,85,Manchester,U,Minor,,,384494,396897,53.46858057,-2.23504999,,,Counted,Manual count,130,50,8410,39,723,114,13,23,6,5,5,166,9388
967006,2005,5,North West,85,Manchester,U,Minor,,,384586,398117,53.47954910,-2.23372442,,,Counted,Manual count,1,9,386,1,83,11,5,1,0,0,0,17,496
7948,2004,5,North West,85,Manchester,A34,Major,A6042,A56,383700,397945,53.47797622,-2.24706544,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,268,81,10758,118,1256,236,17,3,5,2,3,266,12479
36046,2004,5,North West,85,Manchester,M56,Major,Thornley Lane Bridge,Outwood Lane roundabout,381450,385970,53.37026502,-2.28025708,0.60,0.37,Estimated,Estimated using previous year's AADF on this link,0,122,50768,798,2543,299,36,15,14,32,18,414,54645
75238,2004,5,North West,85,Manchester,M60,Major,M60 main route,A5103,382750,390830,53.41399333,-2.26098658,1.00,0.62,Estimated,Estimated from nearby links,0,70,17542,36,2639,557,97,135,76,224,179,1268,21555
75240,2004,5,North West,85,Manchester,A635,Major,Ashton Old Road,Pin Mill Brow,385600,397720,53.47600965,-2.21842737,0.10,0.06,Estimated,Estimated from nearby links,90,212,16651,430,3344,692,82,112,64,111,117,1178,21815
48632,2004,5,North West,85,Manchester,A34,Major,A5103 Lower Mosley St,A6042 Mount St,383860,397910,53.47766659,-2.24465288,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,178,129,11446,416,1492,210,32,16,4,4,2,268,13751
17931,2004,5,North West,85,Manchester,A57,Major,A6010,LA Boundary,387800,396300,53.46330218,-2.18522535,3.10,1.93,Counted,Manual count,211,173,24124,828,3189,672,108,99,64,155,68,1166,29480
56487,2004,5,North West,85,Manchester,A34,Major,Mosley St,A6042,383900,398130,53.47964527,-2.24406156,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,139,186,9093,371,1221,249,17,10,3,0,3,282,11153
17675,2004,5,North West,85,Manchester,A5103,Major,A5145,A6010,383647,393000,53.43352699,-2.24760504,2.20,1.37,Counted,Manual count,104,202,45237,869,4476,685,80,121,80,128,79,1173,51957
27403,2004,5,North West,85,Manchester,A635,Major,A665,A6010,386000,397614,53.47506776,-2.21239600,1.50,0.93,Estimated,Estimated using previous year's AADF on this link,177,198,22058,455,3613,833,111,295,73,157,125,1594,27918
56136,2004,5,North West,85,Manchester,A6,Major,A665,A57,385500,396773,53.46749489,-2.21988997,0.60,0.37,Estimated,Estimated using previous year's AADF on this link,118,90,8232,384,1412,195,23,14,10,13,18,273,10391
56370,2004,5,North West,85,Manchester,A57,Major,A6143,A57(M),382800,397500,53.47394757,-2.26060135,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,112,236,49475,203,6002,1197,188,369,129,257,202,2342,58258
56529,2004,5,North West,85,Manchester,A5103,Major,A34,A34,384060,397800,53.47668401,-2.24163384,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,122,208,15023,958,2458,352,42,19,6,4,11,434,19081
37838,2004,5,North West,85,Manchester,A6010,Major,A665,A664,385000,400600,53.50187922,-2.22760597,1.20,0.75,Counted,Manual count,92,148,13276,338,2146,457,49,127,28,55,23,739,16647
99833,2004,5,North West,85,Manchester,M56,Major,M56 (3) main flow,A5103,382210,389000,53.39752642,-2.26900674,0.60,0.37,Estimated,Estimated using previous year's AADF on this link,0,241,76597,427,8658,1935,354,227,435,932,861,4744,90667
47322,2004,5,North West,85,Manchester,A576,Major,A665,A6044,383580,403000,53.52340842,-2.24914001,1.50,0.93,Counted,Manual count,77,103,22566,410,2251,331,36,75,48,42,26,558,25888
47456,2004,5,North West,85,Manchester,A664,Major,A6010,A6104,385800,403000,53.52347357,-2.21565505,3.70,2.30,Counted,Manual count,89,197,18314,619,1846,336,52,61,22,41,18,530,21506
57496,2004,5,North West,85,Manchester,A665,Major,A6,A57,385720,396800,53.46774363,-2.21657724,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,67,115,10268,105,1611,245,36,8,11,9,15,324,12423
74457,2004,5,North West,85,Manchester,A5103,Major,A560,M56,382239,389320,53.40040371,-2.26858874,0.30,0.19,Estimated,Estimated from nearby links,3,74,20032,218,2038,370,59,66,73,235,140,943,23305
56493,2004,5,North West,85,Manchester,A34,Major,A6010,A5184,385380,396000,53.46054352,-2.22166135,1.70,1.06,Estimated,Estimated using previous year's AADF on this link,408,175,20465,289,1166,138,22,8,7,4,2,181,22276
73269,2004,5,North West,85,Manchester,M56,Major,LA Boundary,6,380000,384730,53.35906611,-2.30197035,1.40,0.87,Counted,Manual count,0,263,103624,837,10898,3114,468,397,932,3838,2527,11276,126898
17929,2004,5,North West,85,Manchester,A34,Major,Upper Brook St,A5103,384180,397400,53.47309231,-2.23980555,1.00,0.62,Estimated,Estimated using previous year's AADF on this link,395,234,11575,2497,1189,154,6,0,4,2,0,166,15661
37809,2004,5,North West,85,Manchester,A5103,Major,A60/A5103(T),A5145,383000,391900,53.42361912,-2.25728355,1.00,0.62,Estimated,Estimated using previous year's AADF on this link,56,245,66577,739,5120,948,125,106,88,160,108,1535,74216
57390,2004,5,North West,85,Manchester,A635,Major,A6010,LA Boundary,390000,397330,53.47260709,-2.15212198,2.90,1.80,Counted,Manual count,189,198,18230,448,2640,470,85,185,40,128,83,991,22507
77003,2004,5,North West,85,Manchester,A6,Major,A6 Aytoun St,A6 Piccadilly,384480,398210,53.48038188,-2.23532623,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,125,118,12331,733,1786,275,48,11,6,4,1,345,15313
28695,2004,5,North West,85,Manchester,A6,Major,A6010,A5184,386575,395867,53.45938013,-2.20365768,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,283,228,23329,538,2420,346,60,32,16,35,28,517,27032
57700,2004,5,North West,85,Manchester,A5103,Major,A57(M),A34,383620,397500,53.47397390,-2.24824744,1.00,0.62,Counted,Manual count,251,159,17508,724,1187,168,10,2,11,8,3,202,19780
75239,2004,5,North West,85,Manchester,A635,Major,Mancunian Way,Chancellor Lane,385650,397640,53.47529196,-2.21767036,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,91,212,16651,430,3345,692,81,111,64,110,117,1175,21813
967005,2004,5,North West,85,Manchester,U,Minor,,,384494,396897,53.46858057,-2.23504999,,,Counted,Manual count,210,55,7421,31,683,61,11,6,1,0,0,79,8269
57780,2004,5,North West,85,Manchester,A5145,Major,A6010,A5103,382000,393060,53.43401228,-2.27239818,3.10,1.93,Counted,Manual count,432,123,17337,443,1804,152,29,12,8,10,5,216,19923
47799,2004,5,North West,85,Manchester,A6010,Major,A5145,A5103,382000,394000,53.44246138,-2.27245228,2.90,1.80,Estimated,Estimated using previous year's AADF on this link,238,24,11554,335,1163,173,10,3,3,6,1,196,13272
48020,2004,5,North West,85,Manchester,A34,Major,A5184,Grosvenor St,384650,397050,53.46996039,-2.23270755,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,194,150,21398,308,1535,201,39,28,9,12,11,300,23691
36045,2004,5,North West,85,Manchester,M56,Major,3,2,382400,389000,53.39753283,-2.26614938,1.40,0.87,Estimated,Estimated using previous year's AADF on this link,0,203,50477,266,7496,1989,244,229,623,1461,1110,5656,64098
48339,2004,5,North West,85,Manchester,A560,Major,M56,M56,382607,389038,53.39788129,-2.26303848,0.90,0.56,Estimated,Estimated using previous year's AADF on this link,113,182,23429,327,3214,575,148,100,43,113,103,1082,28234
75245,2004,5,North West,85,Manchester,A5103,Major,Princess Rd,Mancunian Way roundabout,383899,397097,53.47036026,-2.24402330,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,8,160,18432,174,2601,482,67,55,41,44,66,755,22122
967007,2004,5,North West,85,Manchester,U,Minor,,,384919,389980,53.40642005,-2.22831396,,,Counted,Manual count,23,2,900,5,49,4,0,0,0,0,0,4,960
951765,2004,5,North West,85,Manchester,U,Minor,,,386161,395799,53.45875812,-2.20988976,,,Counted,Manual count,128,20,2503,16,205,19,0,1,0,0,0,20,2764
951776,2004,5,North West,85,Manchester,U,Minor,,,388965,397537,53.47444679,-2.16772196,,,Counted,Manual count,11,14,830,6,124,5,1,3,0,0,0,9,983
37837,2004,5,North West,85,Manchester,A6010,Major,A34,Hamilton Rd,386500,395400,53.45518061,-2.20476700,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,178,51,12656,189,1587,179,38,4,4,6,9,240,14723
75246,2004,5,North West,85,Manchester,A665,Major,Oldham Rd,Rochdale Rd,384550,398770,53.48541743,-2.23429923,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,64,179,13241,330,2064,444,50,28,19,23,23,587,16401
48035,2004,5,North West,85,Manchester,A6042,Major,Fennel Street,A665,384100,398900,53.48657242,-2.24108728,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,69,97,6106,802,1022,160,12,17,7,3,1,200,8227
77866,2004,5,North West,85,Manchester,A538,Major,M56 mid-junction,M56 spur roundabout,380450,385090,53.36231889,-2.29523143,0.20,0.12,Estimated,Estimated from nearby links,41,143,26077,123,2821,447,77,58,36,64,51,733,29897
75241,2004,5,North West,85,Manchester,A665,Major,Ashton Old Road,Mancunian Way,385670,397700,53.47583181,-2.21737179,0.10,0.06,Estimated,Estimated from nearby links,90,212,16651,430,3344,692,82,112,64,111,117,1178,21815
75243,2004,5,North West,85,Manchester,A57,Major,A5103,A34,384300,397240,53.47165779,-2.23798964,0.50,0.31,Estimated,Estimated using previous year's AADF on this link,0,407,75429,247,11552,1935,348,593,201,567,451,4095,91730
38649,2004,5,North West,85,Manchester,A62,Major,A6,A6,384586,398306,53.48124790,-2.23373377,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,223,237,10684,367,1690,315,54,5,12,6,2,394,13372
36577,2004,5,North West,85,Manchester,A56,Major,A6041,A6042,383830,399020,53.48764273,-2.24516247,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,94,188,14480,141,1939,339,47,22,12,10,11,441,17189
37943,2004,5,North West,85,Manchester,A662,Major,A665,A6010,386000,398470,53.48276181,-2.21243448,2.00,1.24,Estimated,Estimated using previous year's AADF on this link,63,191,10911,612,2333,361,80,131,17,21,27,637,14684
75247,2004,5,North West,85,Manchester,A665,Major,Rochdale Rd,Oldham Rd,384600,398860,53.48622786,-2.23355019,0.30,0.19,Estimated,Estimated using previous year's AADF on this link,17,102,8740,36,1338,310,36,14,19,12,18,409,10625
75249,2004,5,North West,85,Manchester,A62,Major,Swan St,Addington St,384700,398750,53.48524208,-2.23203778,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,109,283,25966,724,3141,769,79,120,50,57,73,1148,31262
73795,2004,5,North West,85,Manchester,M60,Major,LA Boundary,M60 spur,381750,390870,53.41431901,-2.27603343,0.60,0.37,Estimated,Estimated using previous year's AADF on this link,0,355,93892,152,13570,2687,622,788,607,1970,1811,8485,116454
75237,2004,5,North West,85,Manchester,M60,Major,M60 main route,A5103,382250,390750,53.41325756,-2.26850431,0.80,0.50,Estimated,Estimated from nearby links,0,195,51641,83,7463,1478,342,433,334,1083,996,4666,64048
46165,2004,5,North West,85,Manchester,A6,Major,A57(M),A6 Whitworth St,384730,397800,53.47670402,-2.23153914,0.40,0.25,Estimated,Estimated using previous year's AADF on this link,188,100,15503,1067,1187,157,11,6,4,0,4,182,18039
17929,2003,5,North West,85,Manchester,A34,Major,Upper Brook St,A5103,384180,397400,53.47309231,-2.23980555,1.00,0.62,Estimated,Estimated using previous year's AADF on this link,488,356,11427,3049,1081,127,5,0,4,2,0,138,16051
17936,2003,5,North West,85,Manchester,A6010,Major,A665,LA Boundary,384000,400429,53.50031253,-2.24267283,1.20,0.75,Estimated,Estimated using previous year's AADF on this link,38,137,9559,85,1784,268,31,52,29,20,7,407,11972
7701,2003,5,North West,85,Manchester,A5103,Major,M56,M60,382360,390350,53.40966590,-2.26682691,1.10,0.68,Counted,Manual count,77,505,96544,677,9665,1850,384,268,280,1142,773,4697,112088
37944,2004,5,North West,85,Manchester,A6010,Major,A635,A662,387250,398000,53.47856931,-2.19357908,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,160,116,20420,215,3385,654,114,133,49,107,89,1146,25282
46068,2004,5,North West,85,Manchester,A57,Major,A57,A5103,383300,397160,53.47090774,-2.25305028,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,0,509,51653,125,8956,1647,340,528,175,328,334,3352,64595
75248,2004,5,North West,85,Manchester,A664,Major,Swan St,Addington St,384470,398900,53.48658355,-2.23551130,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,71,226,19124,693,2470,527,53,56,26,29,32,723,23236
73778,2004,5,North West,85,Manchester,A6,Major,LA Boundary,A5079,387440,394000,53.44262026,-2.19055499,2.40,1.49,Counted,Dependent on a neighbouring counted link,250,192,22857,585,3197,404,49,47,39,86,54,679,27510
78683,2004,5,North West,85,Manchester,M56,Major,5,Thorley Lane bridge,381330,386100,53.37142928,-2.28206830,0.70,0.43,Estimated,Estimated using previous year's AADF on this link,0,122,50768,798,2543,299,36,15,14,32,18,414,54645
74478,2004,5,North West,85,Manchester,A57,Major,A57M,A56,382923,397359,53.47268425,-2.25874055,0.20,0.12,Estimated,Estimated from nearby links,112,47,9895,41,1200,240,38,74,26,51,41,470,11653
74485,2004,5,North West,85,Manchester,A635,Major,A6,A57M,384988,397468,53.47372735,-2.22763593,0.30,0.19,Estimated,Estimated from nearby links,27,59,6282,43,988,225,37,86,24,39,35,446,7818
57427,2004,5,North West,85,Manchester,A664,Major,A6,A665,384300,398740,53.48514033,-2.23806518,0.40,0.25,Counted,Manual count,56,67,9173,784,708,202,30,68,12,11,3,326,11058
77049,2004,5,North West,85,Manchester,A62,Major,A62 Lever St,A665 Swan St,384700,398640,53.48425336,-2.23203238,0.10,0.06,Estimated,Estimated using previous year's AADF on this link,69,272,33807,543,3961,933,77,91,84,83,99,1367,39950
75235,2004,5,North West,85,Manchester,A5103,Major,M60 spur,M60 spur/A5103,382450,390730,53.41308452,-2.26549433,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,0,219,50572,403,4507,764,86,91,70,92,86,1189,56890
75236,2004,5,North West,85,Manchester,M60,Major,M60 spur,M60 spur,382250,390830,53.41397663,-2.26850884,0.90,0.56,Estimated,Estimated from nearby links,0,167,42100,86,6333,1338,233,324,182,538,429,3044,51730
930643,2004,5,North West,85,Manchester,U,Minor,,,384470,402320,53.51732362,-2.23568192,,,Counted,Manual count,90,36,8255,268,637,96,6,1,2,1,1,107,9303
80714,2004,5,North West,85,Manchester,A6042,Major,A6,A57,382760,397720,53.47592369,-2.26121613,0.20,0.12,Estimated,Estimated from nearby links,68,140,14346,193,1705,338,49,47,43,93,75,645,17029
99014,2004,5,North West,85,Manchester,A6010,Major,A57,A635,387200,397000,53.46957969,-2.19429133,1.00,0.62,Estimated,Estimated using previous year's AADF on this link,187,126,22082,392,3804,793,129,101,40,74,47,1184,27588
967008,2004,5,North West,85,Manchester,U,Minor,,,385563,397262,53.47189195,-2.21896361,,,Counted,Manual count,39,76,5052,17,911,159,18,32,6,4,4,223,6279
6046,2003,5,North West,85,Manchester,M56,Major,4,LA Boundary,383600,388821,53.39596279,-2.24809353,1.00,0.62,Counted,Manual count,0,238,74480,670,10385,2339,339,245,743,2128,1272,7066,92839
16536,2003,5,North West,85,Manchester,A56,Major,A34,A6,383704,398423,53.48227278,-2.24703015,0.30,0.19,Counted,Manual count,350,221,12501,439,1352,302,23,22,8,9,5,369,14882
16589,2003,5,North West,85,Manchester,A62,Major,A6010,LA Boundary,386280,400000,53.49652144,-2.20828263,2.40,1.49,Counted,Manual count,243,239,23982,656,3255,698,101,119,88,196,122,1324,29456
26047,2003,5,North West,85,Manchester,M56,Major,4,3,381900,388200,53.39032504,-2.27362257,1.50,0.93,Counted,Manual count,0,355,134484,863,13732,2792,478,406,742,3261,1681,9360,158794
7946,2003,5,North West,85,Manchester,A6,Major,A5079,A6010,386892,395446,53.45560406,-2.19886575,0.20,0.12,Counted,Manual count,362,204,19154,779,2124,324,32,40,14,37,20,467,22728
7948,2003,5,North West,85,Manchester,A34,Major,A6042,A56,383700,397945,53.47797622,-2.24706544,0.30,0.19,Counted,Manual count,331,125,10619,144,1141,194,13,3,5,2,3,220,12249
48339,2003,5,North West,85,Manchester,A560,Major,M56,M56,382607,389038,53.39788129,-2.26303848,0.90,0.56,Counted,Manual count,139,207,23382,352,3242,573,140,91,45,128,94,1071,28254
930100,2004,5,North West,85,Manchester,B5167,Minor,,,384320,392010,53.42464903,-2.23742577,,,Counted,Manual count,260,65,10514,377,1121,146,28,8,8,1,2,193,12270
950152,2004,5,North West,85,Manchester,B5093,Minor,,,384959,392520,53.42925188,-2.22783443,,,Counted,Manual count,192,36,9713,599,748,124,12,6,6,2,1,151,11247
951749,2004,5,North West,85,Manchester,U,Minor,,,382431,393178,53.43508755,-2.26591757,,,Counted,Manual count,263,26,8446,45,623,59,4,17,0,0,0,80,9220
990062,2004,5,North West,85,Manchester,B6393,Minor,,,387380,401400,53.50913290,-2.19175831,,,Counted,Manual count,65,56,10472,392,1317,160,30,63,6,23,13,295,12532
6047,2003,5,North West,85,Manchester,M56,Major,5,4,381560,387149,53.38086632,-2.27867311,1.00,0.62,Estimated,Estimated using previous year's AADF on this link,0,380,106719,1056,12246,2924,475,442,976,2527,1559,8903,129304
48020,2003,5,North West,85,Manchester,A34,Major,A5184,Grosvenor St,384650,397050,53.46996039,-2.23270755,0.80,0.50,Estimated,Estimated using previous year's AADF on this link,239,170,21355,330,1549,199,37,25,9,13,10,293,23697
73794,2004,5,North West,85,Manchester,A5145,Major,LA Boundary,A6010,380784,394095,53.44327208,-2.29076445,0.40,0.25,Counted,Dependent on a neighbouring counted link,289,157,24105,446,2256,285,21,19,5,9,2,341,27305
74555,2004,5,North West,85,Manchester,A6042,Major,A34,St Ann Street,383840,398270,53.48090178,-2.24497288,0.20,0.12,Estimated,Estimated using previous year's AADF on this link,152,59,4182,1745,845,167,8,3,3,0,1,182,7013
967006,2004,5,North West,85,Manchester,U,Minor,,,384586,398117,53.47954910,-2.23372442,,,Counted,Manual count,2,3,387,0,79,24,6,0,0,0,0,30,499
